MovielID,Name,Gnere,Introduction,Director,Writers,Stars
2109,The Jerk (1979) ,Comedy,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",Carl Reiner,Steve Martin|Carl Gottlieb,Steve Martin|Bernadette Peters|Catlin Adams
2110,Dead Men Don't Wear Plaid (1982) ,Comedy|Crime|Mystery,Film noir parody with a detective uncovering a sinister plot. Characters from real noirs appear as scenes from various films are intercut.,Carl Reiner,Carl Reiner|George Gipe,Steve Martin|Rachel Ward|Alan Ladd
2111,The Man with Two Brains/The Lonely Guy             ,Comedy|Drama|Horror,Add a Plot »,,,Rhonda Shear
2112,Grand Canyon (1991) ,Crime|Drama,The fates of several people are intertwining randomly. Their sympathy of each other faces multiple differences in their lifestyles.,Lawrence Kasdan,Lawrence Kasdan|Meg Kasdan,Danny Glover|Kevin Kline|Steve Martin
2113,Graveyard Shift (1990) ,Horror,"In a very old textile mill with a serious rat infestation, deadly accidents start happening, but the corrupt foreman continues to put his workers in danger, until they discover a horrifying secret deep in the basement.",Ralph S. Singleton,Stephen King|John Esposito,David Andrews|Kelly Wolf|Stephen Macht
2114,The Outsiders (1983) ,Crime|Drama,"The rivalry between two gangs, the poor Greasers and the rich Socs, only heats up when one gang member kills a member of the other.",Francis Ford Coppola,Kathleen Rowell|S.E. Hinton,C. Thomas Howell|Matt Dillon|Ralph Macchio
2115,Indiana Jones and the Temple of Doom (1984) ,Action|Adventure,"In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.",Steven Spielberg,Willard Huyck|Gloria Katz,Harrison Ford|Kate Capshaw|Ke Huy Quan
2116,The Lord of the Rings: The Fellowship of the Ring (2001) ,Action|Adventure|Drama,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Peter Jackson,J.R.R. Tolkien|Fran Walsh,Elijah Wood|Ian McKellen|Orlando Bloom
2117,Nineteen Eighty Four             ,Documentary|History,Add a Plot »,,,Margaret Drabble|Albert Fry Jr.|Raymond Kurzweil
2118,The Dead Zone (1983) ,Drama|Horror|Sci-Fi,A man awakens from a coma to discover he has a psychic ability.,David Cronenberg,Jeffrey Boam|Stephen King,Christopher Walken|Brooke Adams|Tom Skerritt
2119,Maximum Overdrive (1986) ,Action|Comedy|Horror,A group of people try to survive when machines start to come alive and become homicidal.,Stephen King,Stephen King|Stephen King,Emilio Estevez|Pat Hingle|Laura Harrington
2120,Needful Things (1993) ,Crime|Drama|Fantasy,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",Fraser C. Heston,Stephen King|W.D. Richter,Max von Sydow|Ed Harris|Bonnie Bedelia
2121,Cujo (1983) ,Horror|Thriller,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town.",Lewis Teague,Stephen King|Don Carlos Dunaway,Dee Wallace|Daniel Hugh Kelly|Danny Pintauro
2122,Children of the Corn (1984) ,Horror|Thriller,A young couple is trapped in a remote town where a dangerous religious cult of children believes that everyone over age 18 must be killed.,Fritz Kiersch,Stephen King|George Goldsmith,Peter Horton|Linda Hamilton|R.G. Armstrong
2123,All Dogs Go to Heaven (1989) ,Animation|Comedy|Drama,"A canine angel, Charlie, sneaks back to earth from heaven but ends up befriending an orphan girl who can speak to animals. In the process, Charlie learns that friendship is the most heavenly gift of all.",Don Bluth|Gary Goldman,Don Bluth|Ken Cromar,Dom DeLuise|Burt Reynolds|Judith Barsi
2124,Addams Family (1991)             ,Short,Add a Plot »,,,
2125,EverAfter (1998) ,Comedy|Drama|Romance,The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the "true" story of her ancestor.,Andy Tennant,Susannah Grant|Andy Tennant,Drew Barrymore|Anjelica Huston|Dougray Scott
2126,Snake Eyes (1998) ,Crime|Mystery|Thriller,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.,Brian De Palma,Brian De Palma|David Koepp,Nicolas Cage|Gary Sinise|John Heard
2127,"First Love, Last Rites (1997) ",Drama|Romance,Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,Jesse Peretz,Ian McEwan|David Ryan,Natasha Gregson Wagner|Giovanni Ribisi|Robert John Burke
2128,Safe Men (1998) ,Comedy|Crime,2 bad singers are mistaken for top safe-crackers at a bar. A gangster boss orders them to break into 3 safes or else..,John Hamburg,John Hamburg,Sam Rockwell|Steve Zahn|Michael Lerner
2129,Die Salzmänner von Tibet (1997) ,Documentary,"In Tibet's Changtang region, nomads harvest salt to buy barley. A clan prepares four of its men for an annual trek to Lake Tsento, where they rake salt from shoals into piles, then into 
                    ",Ulrike Koch,Ulrike Koch,Margen|Pargen|Zopon
2130,Atlantic City (1980) ,Crime|Drama|Romance,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",Louis Malle,John Guare,Burt Lancaster|Susan Sarandon|Kate Reid
2131,Höstsonaten (1978) ,Drama|Music,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",Ingmar Bergman,Ingmar Bergman,Ingrid Bergman|Liv Ullmann|Lena Nyman
2132,Who's Afraid of Virginia Woolf? (1966) ,Drama,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",Mike Nichols,Ernest Lehman,Elizabeth Taylor|Richard Burton|George Segal
2133,Adventures in Babysitting (1987) ,Adventure|Comedy|Crime,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,Chris Columbus,David Simkins,Elisabeth Shue|Maia Brewton|Keith Coogan
2134,Weird Science (1985) ,Comedy|Romance|Sci-Fi,"Two high school nerds use a computer program to literally create the perfect woman, but she turns their lives upside down.",John Hughes,John Hughes,Anthony Michael Hall|Ilan Mitchell-Smith|Kelly LeBrock
2135,Doctor Dolittle (1967) ,Adventure|Comedy|Family,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",Richard Fleischer,Hugh Lofting|Leslie Bricusse,Rex Harrison|Samantha Eggar|Anthony Newley
2136,The Nutty Professor (1963)             ,Comedy,Add a Plot »,Rob Boor,Rob Boor,Rob Boor
2137,Charlotte's Web (1973) ,Animation|Family|Musical,"Wilbur is a farm pig who's terrified that he'll end up on the dinner table. His friend Charlotte, a charming spider, comes to his rescue. She weaves words into her web, convincing the farmer that Wilbur is too special a pig to kill.",Charles A. Nichols|Iwao Takamoto,E.B. White|Earl Hamner Jr.,Debbie Reynolds|Henry Gibson|Paul Lynde
2138,Watership Down (1978) ,Animation|Adventure|Drama,"Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren.",Martin Rosen|John Hubley,Richard Adams|Martin Rosen,John Hurt|Richard Briers|Ralph Richardson
2139,The Secret of NIMH/The Devil's Playground/Gregory's Girl/TRON             ,Talk-Show,"Siskel and Ebert review The Secret of NIMH (1982), The Devil's Playground (1976), Gregory's Girl (1980), and TRON (1982).",Chuck Waggoner,,Gene Siskel|Roger Ebert
2140,The Dark Crystal (1982)             ,Talk-Show,Add a Plot »,,,
2141,An American Tail (1986) ,Animation|Adventure|Comedy,"While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.",Don Bluth,Judy Freudberg|Tony Geiss,Dom DeLuise|Christopher Plummer|Erica Yohn
2142,An American Tail: Fievel Goes West (1991) ,Animation|Adventure|Family,"A family of Emigre mice decide to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.",Phil Nibbelink|Simon Wells,Flint Dille|Charles Swenson,James Stewart|John Cleese|Amy Irving
2143,Legend (1985) ,Adventure|Fantasy|Romance,A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,Ridley Scott,William Hjortsberg,Tom Cruise|Mia Sara|Tim Curry
2144,Sixteen Candles (1984) ,Comedy|Romance,"A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.",John Hughes,John Hughes,Molly Ringwald|Anthony Michael Hall|Justin Henry
2145,Pretty in Pink (1986) ,Comedy|Drama|Romance,A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.,Howard Deutch,John Hughes,Molly Ringwald|Jon Cryer|Harry Dean Stanton
2146,St. Elmo's Fire (1985) ,Drama|Romance,"A group of friends, just out of college, struggle with adulthood.",Joel Schumacher,Joel Schumacher|Carl Kurlander,Demi Moore|Rob Lowe|Andrew McCarthy
2147,The Clan of the Cave Bear (1986) ,Adventure|Drama|Fantasy,A young Cro-Magnon woman is raised by Neanderthals.,Michael Chapman,Jean M. Auel|John Sayles,Daryl Hannah|Pamela Reed|James Remar
2148,House (1986)             ,Comedy,Add a Plot »,,,Chuck Dowling
2149,House II: The Second Story (1987) ,Comedy|Fantasy|Horror,The new owner of a sinister house gets involved with reanimated corpses and demons searching for an ancient Aztec skull with magic powers.,Ethan Wiley,Fred Dekker|Ethan Wiley,Arye Gross|Jonathan Stark|Royal Dano
2150,The Gods Must Be Crazy (1980) ,Adventure|Comedy,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",Jamie Uys,Jamie Uys,N!xau|Marius Weyers|Sandra Prinsloo
2151,The Gods Must Be Crazy II (1989) ,Comedy,"6 people comically meet in the Kalahari desert: a female NYC lawyer flying with a local zoologist/pilot in a mini-plane, a Cuban and an African soldier taking each other POW, a Boer elephant poacher and a bushman looking for his 2 children.",Jamie Uys,Jamie Uys,N!xau|Lena Farugia|Hans Strydom
2152,Air Bud: Golden Receiver (1998) ,Comedy|Family|Sport,Story of a golden retriever who can play football.,Richard Martin,Kevin DiCicco|Paul Tamasy,Kevin Zegers|Cynthia Stevenson|Tim Conway
2153,Avengers 1998             ,Action|Adventure|Comedy,Add a Plot »,Eric Rodriguez,Eric Rodriguez,Eric Rodriguez
2154,How Stella Got Her Groove Back (1998) ,Comedy|Drama|Romance,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to Jamaica.",Kevin Rodney Sullivan,Terry McMillan|Terry McMillan,Angela Bassett|Taye Diggs|Whoopi Goldberg
2155,Slums of Beverly Hills (1998) ,Comedy|Drama,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",Tamara Jenkins,Tamara Jenkins,Natasha Lyonne|Alan Arkin|Bryna Weiss
2156,The Best Man (1999) ,Comedy|Drama|Romance,"Just before best friend's wedding, the life of Chicago writer becomes crazy when the friend guesses that new book's story based on his bride's fervent past.",Malcolm D. Lee,Malcolm D. Lee,Taye Diggs|Nia Long|Morris Chestnut
2157,La femme de chambre du Titanic (1997) ,Drama|Romance,"An ordinary foundry worker fakes a love story between him and the chambermaid from RMS Titanic. When ship sinks and chambermaid probably dies, his story gains popularity. But lie always has its price.",Bigas Luna,Cuca Canals|Jean-Louis Benoît,Olivier Martinez|Romane Bohringer|Aitana Sánchez-Gijón
2158,Henry II: Portrait of a Serial Killer (1996) ,Crime|Horror|Thriller,"Henry II picks up where the original (Henry: Portrait of a Serial Killer) left off. Henry (Neil Giuntoli) takes a thankless job at a port-o-john company where he meets husband and wife, Kai
                    ",Chuck Parello,Chuck Parello,Penelope Milford|Neil Giuntoli|Mike Houlihan
2159,Henry: Portrait of a Serial Killer (1986) ,Biography|Crime|Drama,"Arriving in Chicago, Henry 'Michael Rooker, in what is undoubtedly the finest performance of his patchy career', moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",John McNaughton,Richard Fire|John McNaughton,Michael Rooker|Tracy Arnold|Tom Towles
2160,Rosemary's Baby (1968) ,Drama|Horror,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,Roman Polanski,Ira Levin|Roman Polanski,Mia Farrow|John Cassavetes|Ruth Gordon
2161,Tales from the Neverending Story: The Beginning (2001) ,Fantasy,"The sudden death of Bastian Bux's mother leads the twelve-year old boy to seek solace in his imagination. Inspired by a magical book given to him by an eccentric bookseller named Carl 
                    ",Giles Walker,Michael Ende|David Preston,Mark Rendall|Tyler Hynes|Audrey Gardiner
2162,The NeverEnding Story II: The Next Chapter (1990) ,Adventure|Drama|Family,A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.,George Miller,Karin Howard|Michael Ende,Jonathan Brandis|Kenny Morrison|Clarissa Burt
2163,Attack of the Killer Tomatoes! (1978) ,Adventure|Comedy|Horror,A group of scientists band together to save the world from mutated killer tomatoes.,John De Bello,Costa Dillon|John De Bello,David Miller|George Wilson|Sharon Taylor
2164,Surf Nazis Must Die (1987) ,Action|Comedy|Drama,"When the son of a gun-wielding woman is murdered by neo-Nazi surf punks in the post-apocalyptic future, his Mama hunts them down for some bloodthirsty revenge.",Peter George,Jon Ayre|Peter George,Gail Neely|Robert Harden|Barry Brenner
2165,Your Friends and Neighbors (1998) ,Comedy|Drama|Romance,Unhappy couples fall apart and hop into other beds with other people.,Neil LaBute,Neil LaBute,Amy Brenneman|Aaron Eckhart|Ben Stiller
2166,Return to Paradise (1998) ,Drama|Romance|Thriller,Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.,Joseph Ruben,Pierre Jolivet|Olivier Schatzky,Vince Vaughn|Anne Heche|Joaquin Phoenix
